position,tracklist,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveliness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
18,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,audio_features,5Gu0PDLN4YJeW75PpBSg9p,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,174800,4
22,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.848,0.816,0,-3.718,0,0.0542,0.0114,0.000905,0.0828,0.617,125,audio_features,3xK9J3PlaZibM2cYEsFTMG,spotify:track:3xK9J3PlaZibM2cYEsFTMG,https://api.spotify.com/v1/tracks/3xK9J3PlaZibM2cYEsFTMG,https://api.spotify.com/v1/audio-analysis/3xK9J3PlaZibM2cYEsFTMG,274560,4
24,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.537,0.848,6,-2.431,0,0.0313,0.0365,0,0.423,0.498,128.023,audio_features,2ToIksTPpJ4csKPEOdUEyM,spotify:track:2ToIksTPpJ4csKPEOdUEyM,https://api.spotify.com/v1/tracks/2ToIksTPpJ4csKPEOdUEyM,https://api.spotify.com/v1/audio-analysis/2ToIksTPpJ4csKPEOdUEyM,221400,4
25,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.514,0.878,10,-4.498,1,0.038,0.0271,0.000356,0.142,0.249,125.988,audio_features,6Bz6Rsp8GyeK4yL7APYYX3,spotify:track:6Bz6Rsp8GyeK4yL7APYYX3,https://api.spotify.com/v1/tracks/6Bz6Rsp8GyeK4yL7APYYX3,https://api.spotify.com/v1/audio-analysis/6Bz6Rsp8GyeK4yL7APYYX3,250810,4
28,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.25,0.909,4,-5.407,1,0.0414,0.00909,0.848,0.136,0.322,128.025,audio_features,4wmrfUPuvK9phVehREZZ1X,spotify:track:4wmrfUPuvK9phVehREZZ1X,https://api.spotify.com/v1/tracks/4wmrfUPuvK9phVehREZZ1X,https://api.spotify.com/v1/audio-analysis/4wmrfUPuvK9phVehREZZ1X,226875,4
30,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125.098,audio_features,5Sey3HgGa6KB46mlOyCClZ,spotify:track:5Sey3HgGa6KB46mlOyCClZ,https://api.spotify.com/v1/tracks/5Sey3HgGa6KB46mlOyCClZ,https://api.spotify.com/v1/audio-analysis/5Sey3HgGa6KB46mlOyCClZ,205440,4
32,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.702,0.842,7,-5.059,1,0.0331,0.000771,0.828,0.28,0.175,124.01,audio_features,5hdAQegqnitMjNacfLOHQd,spotify:track:5hdAQegqnitMjNacfLOHQd,https://api.spotify.com/v1/tracks/5hdAQegqnitMjNacfLOHQd,https://api.spotify.com/v1/audio-analysis/5hdAQegqnitMjNacfLOHQd,259476,4
34,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4
35,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.517,0.996,7,-3.915,1,0.0911,0.00121,0.786,0.544,0.358,123.955,audio_features,3nTCztKOPw1VBUYRgFBdnq,spotify:track:3nTCztKOPw1VBUYRgFBdnq,https://api.spotify.com/v1/tracks/3nTCztKOPw1VBUYRgFBdnq,https://api.spotify.com/v1/audio-analysis/3nTCztKOPw1VBUYRgFBdnq,157258,4
36,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.544,0.974,7,-4.933,0,0.0391,0.00502,0.761,0.236,0.101,128.001,audio_features,0wNl0JDRupTEnCrfH7KwDs,spotify:track:0wNl0JDRupTEnCrfH7KwDs,https://api.spotify.com/v1/tracks/0wNl0JDRupTEnCrfH7KwDs,https://api.spotify.com/v1/audio-analysis/0wNl0JDRupTEnCrfH7KwDs,211875,4
37,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.703,0.728,7,-4.011,0,0.0353,0.266,0,0.355,0.696,116.004,audio_features,43mNwDn0zOH2HKl5B4aqcx,spotify:track:43mNwDn0zOH2HKl5B4aqcx,https://api.spotify.com/v1/tracks/43mNwDn0zOH2HKl5B4aqcx,https://api.spotify.com/v1/audio-analysis/43mNwDn0zOH2HKl5B4aqcx,202314,4
38,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.808,0.993,11,-6.262,0,0.0536,0.00161,0.888,0.0405,0.506,125.017,audio_features,1V5Z582XDjuvwP0jbxe6j2,spotify:track:1V5Z582XDjuvwP0jbxe6j2,https://api.spotify.com/v1/tracks/1V5Z582XDjuvwP0jbxe6j2,https://api.spotify.com/v1/audio-analysis/1V5Z582XDjuvwP0jbxe6j2,355215,4
39,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.806,0.888,2,-6.736,1,0.0524,0.00547,0.391,0.0977,0.669,125.011,audio_features,5Mav0Bj2KHY3LkGeGhNPEp,spotify:track:5Mav0Bj2KHY3LkGeGhNPEp,https://api.spotify.com/v1/tracks/5Mav0Bj2KHY3LkGeGhNPEp,https://api.spotify.com/v1/audio-analysis/5Mav0Bj2KHY3LkGeGhNPEp,318720,4
41,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.751,0.92,9,-5.618,0,0.0964,0.00504,0.00302,0.127,0.633,122.991,audio_features,7JHdotEeGSIbtFuo4dVvsC,spotify:track:7JHdotEeGSIbtFuo4dVvsC,https://api.spotify.com/v1/tracks/7JHdotEeGSIbtFuo4dVvsC,https://api.spotify.com/v1/audio-analysis/7JHdotEeGSIbtFuo4dVvsC,148189,4
43,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.541,0.92,7,-3.299,1,0.0937,0.0193,0.000397,0.0911,0.2,123.952,audio_features,2UJQmwF0yShE7pHcjSzX4X,spotify:track:2UJQmwF0yShE7pHcjSzX4X,https://api.spotify.com/v1/tracks/2UJQmwF0yShE7pHcjSzX4X,https://api.spotify.com/v1/audio-analysis/2UJQmwF0yShE7pHcjSzX4X,214385,4
44,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.662,0.707,7,-7.971,1,0.0475,0.00321,0.0487,0.0619,0.174,125.966,audio_features,4EP0vZi3UGHrPt3JZQeh0Q,spotify:track:4EP0vZi3UGHrPt3JZQeh0Q,https://api.spotify.com/v1/tracks/4EP0vZi3UGHrPt3JZQeh0Q,https://api.spotify.com/v1/audio-analysis/4EP0vZi3UGHrPt3JZQeh0Q,293800,4
45,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.501,0.851,9,-6.097,0,0.0728,0.000217,0.719,0.059,0.114,127.001,audio_features,36XPgQVBQKyWwtMmc5a0DX,spotify:track:36XPgQVBQKyWwtMmc5a0DX,https://api.spotify.com/v1/tracks/36XPgQVBQKyWwtMmc5a0DX,https://api.spotify.com/v1/audio-analysis/36XPgQVBQKyWwtMmc5a0DX,349650,4
46,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.587,0.92,0,-4.697,0,0.0914,0.0936,0.073,0.185,0.35,126.035,audio_features,5dS2dvXVPe7AR6UwBpnomW,spotify:track:5dS2dvXVPe7AR6UwBpnomW,https://api.spotify.com/v1/tracks/5dS2dvXVPe7AR6UwBpnomW,https://api.spotify.com/v1/audio-analysis/5dS2dvXVPe7AR6UwBpnomW,172381,4
47,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.517,0.9,10,-3.834,0,0.202,0.0598,0,0.348,0.475,120.967,audio_features,2U1uiiXgExCpPr4GhLGJMv,spotify:track:2U1uiiXgExCpPr4GhLGJMv,https://api.spotify.com/v1/tracks/2U1uiiXgExCpPr4GhLGJMv,https://api.spotify.com/v1/audio-analysis/2U1uiiXgExCpPr4GhLGJMv,188710,4
48,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.566,0.909,8,-7.281,0,0.054,0.004,0.0932,0.156,0.382,127.037,audio_features,17kleFbwU5STT8AiR1EXOT,spotify:track:17kleFbwU5STT8AiR1EXOT,https://api.spotify.com/v1/tracks/17kleFbwU5STT8AiR1EXOT,https://api.spotify.com/v1/audio-analysis/17kleFbwU5STT8AiR1EXOT,240384,4
50,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.53,0.867,0,-6.611,1,0.203,0.00655,0.00202,0.162,0.19,128.069,audio_features,4zi1nCoaoOLCJe7t1mdUUj,spotify:track:4zi1nCoaoOLCJe7t1mdUUj,https://api.spotify.com/v1/tracks/4zi1nCoaoOLCJe7t1mdUUj,https://api.spotify.com/v1/audio-analysis/4zi1nCoaoOLCJe7t1mdUUj,341350,4
51,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.71,0.729,2,-4.978,1,0.0539,0.0743,3.89E-06,0.0419,0.532,124.995,audio_features,38TlYe1miTAL6r1FyJj7PS,spotify:track:38TlYe1miTAL6r1FyJj7PS,https://api.spotify.com/v1/tracks/38TlYe1miTAL6r1FyJj7PS,https://api.spotify.com/v1/audio-analysis/38TlYe1miTAL6r1FyJj7PS,326960,4
54,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.672,0.73,2,-5.99,1,0.0472,0.24,0.000417,0.122,0.568,120.008,audio_features,50RJdoxw8iajGNtHQe6QeS,spotify:track:50RJdoxw8iajGNtHQe6QeS,https://api.spotify.com/v1/tracks/50RJdoxw8iajGNtHQe6QeS,https://api.spotify.com/v1/audio-analysis/50RJdoxw8iajGNtHQe6QeS,252933,4
55,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.602,0.803,0,-4.458,1,0.0485,0.331,0,0.0987,0.495,119.955,audio_features,7mN3Zh4yqgWF1tvIeTNO6R,spotify:track:7mN3Zh4yqgWF1tvIeTNO6R,https://api.spotify.com/v1/tracks/7mN3Zh4yqgWF1tvIeTNO6R,https://api.spotify.com/v1/audio-analysis/7mN3Zh4yqgWF1tvIeTNO6R,192880,4
56,https://www.1001tracklists.com/tracklist/16djjlkt/alesso-the-grimm-escape-psycho-circus-nos-events-center-san-bernardino-united-states-2019-10-26.html,alesso,0.523,0.782,2,-4.846,1,0.041,0.219,1.03E-05,0.133,0.164,125.998,audio_features,1hZk9dktp4yRFTm0TrycuH,spotify:track:1hZk9dktp4yRFTm0TrycuH,https://api.spotify.com/v1/tracks/1hZk9dktp4yRFTm0TrycuH,https://api.spotify.com/v1/audio-analysis/1hZk9dktp4yRFTm0TrycuH,214813,4
1,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.729,0.863,5,-3.731,1,0.21,0.116,0,0.105,0.451,98.992,audio_features,5rjJyv6c4qXD2SKwdQx6wT,spotify:track:5rjJyv6c4qXD2SKwdQx6wT,https://api.spotify.com/v1/tracks/5rjJyv6c4qXD2SKwdQx6wT,https://api.spotify.com/v1/audio-analysis/5rjJyv6c4qXD2SKwdQx6wT,207903,4
2,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.726,0.563,11,-8.043,0,0.238,0.096,0.871,0.263,0.134,98.007,audio_features,1N31Wy2PWz5HvCzMbff3mO,spotify:track:1N31Wy2PWz5HvCzMbff3mO,https://api.spotify.com/v1/tracks/1N31Wy2PWz5HvCzMbff3mO,https://api.spotify.com/v1/audio-analysis/1N31Wy2PWz5HvCzMbff3mO,314423,4
3,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.736,0.759,9,-7.066,1,0.0347,0.0573,0.207,0.0778,0.485,128.039,audio_features,5H0CfA9GaNg0wROR9K3X3K,spotify:track:5H0CfA9GaNg0wROR9K3X3K,https://api.spotify.com/v1/tracks/5H0CfA9GaNg0wROR9K3X3K,https://api.spotify.com/v1/audio-analysis/5H0CfA9GaNg0wROR9K3X3K,170059,4
4,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.552,0.798,6,-8.41,0,0.033,0.000526,0.212,0.106,0.245,125.007,audio_features,4uoKhXSJQCrnYlMxeDxLaz,spotify:track:4uoKhXSJQCrnYlMxeDxLaz,https://api.spotify.com/v1/tracks/4uoKhXSJQCrnYlMxeDxLaz,https://api.spotify.com/v1/audio-analysis/4uoKhXSJQCrnYlMxeDxLaz,393920,4
5,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.803,0.623,0,-8.689,1,0.0558,0.00333,0.0622,0.172,0.632,128.023,audio_features,1nOFs9JcnCde0lEeglYNJD,spotify:track:1nOFs9JcnCde0lEeglYNJD,https://api.spotify.com/v1/tracks/1nOFs9JcnCde0lEeglYNJD,https://api.spotify.com/v1/audio-analysis/1nOFs9JcnCde0lEeglYNJD,202500,4
6,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.89,0.421,2,-9.48,1,0.054,0.0124,0.0896,0.103,0.238,125.017,audio_features,1zXKye2S4OBxZnT9RDGISZ,spotify:track:1zXKye2S4OBxZnT9RDGISZ,https://api.spotify.com/v1/tracks/1zXKye2S4OBxZnT9RDGISZ,https://api.spotify.com/v1/audio-analysis/1zXKye2S4OBxZnT9RDGISZ,324002,4
8,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.441,0.737,5,-6.85,1,0.0443,0.0739,3.70E-05,0.103,0.182,148.978,audio_features,3LrpjArzQBsHbEzaTNaf2D,spotify:track:3LrpjArzQBsHbEzaTNaf2D,https://api.spotify.com/v1/tracks/3LrpjArzQBsHbEzaTNaf2D,https://api.spotify.com/v1/audio-analysis/3LrpjArzQBsHbEzaTNaf2D,324910,3
9,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.694,0.778,10,-6.689,1,0.0379,0.332,0.5,0.0973,0.287,127.996,audio_features,7jxmPJ4F8Gh54tSJhA8Cqg,spotify:track:7jxmPJ4F8Gh54tSJhA8Cqg,https://api.spotify.com/v1/tracks/7jxmPJ4F8Gh54tSJhA8Cqg,https://api.spotify.com/v1/audio-analysis/7jxmPJ4F8Gh54tSJhA8Cqg,395625,4
10,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.757,0.847,2,-7.393,0,0.0688,0.147,0.908,0.203,0.228,128.073,audio_features,135PhRbhxy0dROwZ5AyGhM,spotify:track:135PhRbhxy0dROwZ5AyGhM,https://api.spotify.com/v1/tracks/135PhRbhxy0dROwZ5AyGhM,https://api.spotify.com/v1/audio-analysis/135PhRbhxy0dROwZ5AyGhM,187959,3
11,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.643,0.844,6,-5.573,0,0.0312,0.00363,0.346,0.174,0.094,126.012,audio_features,6AMTaIegKW34fmk92HTNlz,spotify:track:6AMTaIegKW34fmk92HTNlz,https://api.spotify.com/v1/tracks/6AMTaIegKW34fmk92HTNlz,https://api.spotify.com/v1/audio-analysis/6AMTaIegKW34fmk92HTNlz,206611,3
12,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.64,0.701,6,-5.251,1,0.0367,0.00382,0.00014,0.0959,0.125,127.005,audio_features,0Szx8eb4f6dcD1ymSkhUVi,spotify:track:0Szx8eb4f6dcD1ymSkhUVi,https://api.spotify.com/v1/tracks/0Szx8eb4f6dcD1ymSkhUVi,https://api.spotify.com/v1/audio-analysis/0Szx8eb4f6dcD1ymSkhUVi,336299,4
13,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.669,0.697,1,-7.738,1,0.0321,0.000577,0.43,0.603,0.126,130.036,audio_features,0TzkG2s7nhpZs0RNSBsAlF,spotify:track:0TzkG2s7nhpZs0RNSBsAlF,https://api.spotify.com/v1/tracks/0TzkG2s7nhpZs0RNSBsAlF,https://api.spotify.com/v1/audio-analysis/0TzkG2s7nhpZs0RNSBsAlF,247385,3
14,https://www.1001tracklists.com/tracklist/16f78gkk/deadmau5-kiss-fm-presents-2020-05-21.html,deadmau5,0.435,0.684,1,-7.064,0,0.0556,0.0132,0.00055,0.0818,0.195,127.93,audio_features,2ndTv8R5uRrygmtDVuAejj,spotify:track:2ndTv8R5uRrygmtDVuAejj,https://api.spotify.com/v1/tracks/2ndTv8R5uRrygmtDVuAejj,https://api.spotify.com/v1/audio-analysis/2ndTv8R5uRrygmtDVuAejj,283125,4
2,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.443,0.653,1,-7.858,1,0.0968,0.00428,0.00331,0.14,0.166,139.593,audio_features,6dQjNuYZiYHKuEY53Ytkuo,spotify:track:6dQjNuYZiYHKuEY53Ytkuo,https://api.spotify.com/v1/tracks/6dQjNuYZiYHKuEY53Ytkuo,https://api.spotify.com/v1/audio-analysis/6dQjNuYZiYHKuEY53Ytkuo,278576,4
3,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.876,0.528,5,-5.286,0,0.161,0.000146,0.627,0.196,0.313,125.994,audio_features,7cSb5iKOxSJXaJjgC6Z4m5,spotify:track:7cSb5iKOxSJXaJjgC6Z4m5,https://api.spotify.com/v1/tracks/7cSb5iKOxSJXaJjgC6Z4m5,https://api.spotify.com/v1/audio-analysis/7cSb5iKOxSJXaJjgC6Z4m5,371181,4
4,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.746,0.942,5,-3.568,1,0.187,0.00131,0.192,0.801,0.169,128.102,audio_features,3IgnpcsY1UCfAM4oiTwggU,spotify:track:3IgnpcsY1UCfAM4oiTwggU,https://api.spotify.com/v1/tracks/3IgnpcsY1UCfAM4oiTwggU,https://api.spotify.com/v1/audio-analysis/3IgnpcsY1UCfAM4oiTwggU,228750,4
5,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.729,0.913,9,-3.929,1,0.0623,0.0161,0.589,0.0461,0.485,125.003,audio_features,0eCiCbHblFYUFzWD7TU8fl,spotify:track:0eCiCbHblFYUFzWD7TU8fl,https://api.spotify.com/v1/tracks/0eCiCbHblFYUFzWD7TU8fl,https://api.spotify.com/v1/audio-analysis/0eCiCbHblFYUFzWD7TU8fl,174480,4
6,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.803,0.775,7,-6.992,1,0.104,0.00338,0.87,0.194,0.477,127.006,audio_features,5gjmBLyRMTtzOODe28oVmy,spotify:track:5gjmBLyRMTtzOODe28oVmy,https://api.spotify.com/v1/tracks/5gjmBLyRMTtzOODe28oVmy,https://api.spotify.com/v1/audio-analysis/5gjmBLyRMTtzOODe28oVmy,249449,4
7,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.539,0.98,11,-8.18,0,0.0469,0.169,0.982,0.084,0.522,136.087,audio_features,24CXuh2WNpgeSYUOvz14jk,spotify:track:24CXuh2WNpgeSYUOvz14jk,https://api.spotify.com/v1/tracks/24CXuh2WNpgeSYUOvz14jk,https://api.spotify.com/v1/audio-analysis/24CXuh2WNpgeSYUOvz14jk,225373,4
8,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.671,0.926,11,-4.48,1,0.0659,0.0284,0.138,0.0886,0.669,125.981,audio_features,2QWgR1EmEBT15fkRW9DLB1,spotify:track:2QWgR1EmEBT15fkRW9DLB1,https://api.spotify.com/v1/tracks/2QWgR1EmEBT15fkRW9DLB1,https://api.spotify.com/v1/audio-analysis/2QWgR1EmEBT15fkRW9DLB1,171906,4
9,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.675,0.995,2,-4.554,1,0.093,0.085,0.755,0.0793,0.608,124.991,audio_features,2XjtCvIhjdZIeX5Xw3rkTx,spotify:track:2XjtCvIhjdZIeX5Xw3rkTx,https://api.spotify.com/v1/tracks/2XjtCvIhjdZIeX5Xw3rkTx,https://api.spotify.com/v1/audio-analysis/2XjtCvIhjdZIeX5Xw3rkTx,158960,4
11,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.572,0.902,9,-5.9,1,0.0387,0.0124,0.901,0.143,0.441,128.031,audio_features,23OaGUUgYR5Bk15tXmIA9Q,spotify:track:23OaGUUgYR5Bk15tXmIA9Q,https://api.spotify.com/v1/tracks/23OaGUUgYR5Bk15tXmIA9Q,https://api.spotify.com/v1/audio-analysis/23OaGUUgYR5Bk15tXmIA9Q,240587,4
12,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.839,0.574,2,-7.424,1,0.0771,0.277,0.48,0.103,0.0342,123.986,audio_features,6RzQwBJyxBzQHXthbbjGu7,spotify:track:6RzQwBJyxBzQHXthbbjGu7,https://api.spotify.com/v1/tracks/6RzQwBJyxBzQHXthbbjGu7,https://api.spotify.com/v1/audio-analysis/6RzQwBJyxBzQHXthbbjGu7,209516,4
15,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.744,0.614,1,-3.908,0,0.0838,0.00685,0.334,0.0708,0.774,131.994,audio_features,2idmlkd8oUaQvYEtINpLBX,spotify:track:2idmlkd8oUaQvYEtINpLBX,https://api.spotify.com/v1/tracks/2idmlkd8oUaQvYEtINpLBX,https://api.spotify.com/v1/audio-analysis/2idmlkd8oUaQvYEtINpLBX,383547,4
16,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.805,0.949,6,-2.404,1,0.0471,0.00145,0.795,0.0655,0.663,128.005,audio_features,0N98QCESfFA46B7a6TTZKq,spotify:track:0N98QCESfFA46B7a6TTZKq,https://api.spotify.com/v1/tracks/0N98QCESfFA46B7a6TTZKq,https://api.spotify.com/v1/audio-analysis/0N98QCESfFA46B7a6TTZKq,183750,4
17,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.446,0.793,5,-3.912,0,0.0556,0.0434,4.14E-05,0.159,0.313,127.799,audio_features,3xQjivjUZ4KnUslduTEYKC,spotify:track:3xQjivjUZ4KnUslduTEYKC,https://api.spotify.com/v1/tracks/3xQjivjUZ4KnUslduTEYKC,https://api.spotify.com/v1/audio-analysis/3xQjivjUZ4KnUslduTEYKC,221133,4
18,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.413,0.851,3,-4.69,0,0.0605,0.0613,0.0167,0.107,0.171,127.875,audio_features,1ags60Iq9M0vFlvSLAOZE4,spotify:track:1ags60Iq9M0vFlvSLAOZE4,https://api.spotify.com/v1/tracks/1ags60Iq9M0vFlvSLAOZE4,https://api.spotify.com/v1/audio-analysis/1ags60Iq9M0vFlvSLAOZE4,258281,4
19,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.741,0.776,3,-5.171,0,0.128,0.0239,0.902,0.527,0.5,128.029,audio_features,30LI01I73s3PKZJOL6fnw5,spotify:track:30LI01I73s3PKZJOL6fnw5,https://api.spotify.com/v1/tracks/30LI01I73s3PKZJOL6fnw5,https://api.spotify.com/v1/audio-analysis/30LI01I73s3PKZJOL6fnw5,459545,4
20,https://www.1001tracklists.com/tracklist/17bzq0st/kaskade-sunburn-at-home-sunburn-festival-united-states-2020-04-12.html,kaskade,0.458,0.845,4,-3.05,1,0.0421,0.0673,0.000502,0.4,0.249,128.033,audio_features,2WDRN9tgcaDiJfId8LR66U,spotify:track:2WDRN9tgcaDiJfId8LR66U,https://api.spotify.com/v1/tracks/2WDRN9tgcaDiJfId8LR66U,https://api.spotify.com/v1/audio-analysis/2WDRN9tgcaDiJfId8LR66U,223125,4
