position,tracklist,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveliness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
23,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.737,0.614,6,-6.001,0,0.4,0.0168,0.0534,0.0682,0.406,127.987,audio_features,4ta97KyyCWLCQAAFtOWFpy,spotify:track:4ta97KyyCWLCQAAFtOWFpy,https://api.spotify.com/v1/tracks/4ta97KyyCWLCQAAFtOWFpy,https://api.spotify.com/v1/audio-analysis/4ta97KyyCWLCQAAFtOWFpy,368476,4
24,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.506,0.589,2,-2.16,1,0.0683,0.013,0.00115,0.109,0.129,139.582,audio_features,4jCXJyudAZi2PFTRUsRQYX,spotify:track:4jCXJyudAZi2PFTRUsRQYX,https://api.spotify.com/v1/tracks/4jCXJyudAZi2PFTRUsRQYX,https://api.spotify.com/v1/audio-analysis/4jCXJyudAZi2PFTRUsRQYX,152571,4
28,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.727,0.989,2,-1.937,1,0.204,0.000755,0.183,0.353,0.127,150.067,audio_features,6MNUGTXyV9qmnRaI3AJ3yW,spotify:track:6MNUGTXyV9qmnRaI3AJ3yW,https://api.spotify.com/v1/tracks/6MNUGTXyV9qmnRaI3AJ3yW,https://api.spotify.com/v1/audio-analysis/6MNUGTXyV9qmnRaI3AJ3yW,192100,4
30,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.604,0.931,6,-5.447,1,0.0616,0.000261,0.702,0.172,0.14,128.003,audio_features,61fdvfO4VmZfkZe5I6lYAW,spotify:track:61fdvfO4VmZfkZe5I6lYAW,https://api.spotify.com/v1/tracks/61fdvfO4VmZfkZe5I6lYAW,https://api.spotify.com/v1/audio-analysis/61fdvfO4VmZfkZe5I6lYAW,216441,4
31,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.312,0.545,8,-5.336,0,0.0796,0.0968,0.093,0.277,0.114,128.124,audio_features,2JgbGCxtzRp6wL5H1DgxV7,spotify:track:2JgbGCxtzRp6wL5H1DgxV7,https://api.spotify.com/v1/tracks/2JgbGCxtzRp6wL5H1DgxV7,https://api.spotify.com/v1/audio-analysis/2JgbGCxtzRp6wL5H1DgxV7,350173,3
34,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.634,0.89,6,-4.715,1,0.122,0.0104,0.872,0.0966,0.135,155.025,audio_features,5PgHnGjLcquHAuy1xuS5is,spotify:track:5PgHnGjLcquHAuy1xuS5is,https://api.spotify.com/v1/tracks/5PgHnGjLcquHAuy1xuS5is,https://api.spotify.com/v1/audio-analysis/5PgHnGjLcquHAuy1xuS5is,201500,4
35,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.738,0.606,11,-5.968,1,0.0688,0.000943,0.484,0.0771,0.154,160.007,audio_features,2CsceCNjhuuZftd59fcD8a,spotify:track:2CsceCNjhuuZftd59fcD8a,https://api.spotify.com/v1/tracks/2CsceCNjhuuZftd59fcD8a,https://api.spotify.com/v1/audio-analysis/2CsceCNjhuuZftd59fcD8a,228005,4
38,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.559,0.972,6,-4.347,0,0.165,0.000286,0.824,0.0589,0.272,169.961,audio_features,0pfoWZtXbwryWv6oVaQG0g,spotify:track:0pfoWZtXbwryWv6oVaQG0g,https://api.spotify.com/v1/tracks/0pfoWZtXbwryWv6oVaQG0g,https://api.spotify.com/v1/audio-analysis/0pfoWZtXbwryWv6oVaQG0g,209203,4
39,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.276,0.796,0,-4.499,1,0.0579,0.00293,0,0.184,0.26,199.526,audio_features,2CgOd0Lj5MuvOqzqdaAXtS,spotify:track:2CgOd0Lj5MuvOqzqdaAXtS,https://api.spotify.com/v1/tracks/2CgOd0Lj5MuvOqzqdaAXtS,https://api.spotify.com/v1/audio-analysis/2CgOd0Lj5MuvOqzqdaAXtS,218965,4
44,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.661,0.866,8,-4.946,0,0.0893,0.000608,0.968,0.202,0.808,125.987,audio_features,0jL3ZPtRsHw8owCGSB1pRc,spotify:track:0jL3ZPtRsHw8owCGSB1pRc,https://api.spotify.com/v1/tracks/0jL3ZPtRsHw8owCGSB1pRc,https://api.spotify.com/v1/audio-analysis/0jL3ZPtRsHw8owCGSB1pRc,229586,4
45,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.777,0.816,4,-5.66,1,0.176,0.000859,0.332,0.346,0.179,131.968,audio_features,6Xgi68Ruum2IUyOQmDxlOM,spotify:track:6Xgi68Ruum2IUyOQmDxlOM,https://api.spotify.com/v1/tracks/6Xgi68Ruum2IUyOQmDxlOM,https://api.spotify.com/v1/audio-analysis/6Xgi68Ruum2IUyOQmDxlOM,365687,4
3,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.594,0.722,4,-5.751,0,0.0398,0.0156,0,0.0667,0.407,127.877,audio_features,7IWTIkiWGWNQyYfOLdMrGD,spotify:track:7IWTIkiWGWNQyYfOLdMrGD,https://api.spotify.com/v1/tracks/7IWTIkiWGWNQyYfOLdMrGD,https://api.spotify.com/v1/audio-analysis/7IWTIkiWGWNQyYfOLdMrGD,200322,4
4,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.442,0.619,1,-5.28,1,0.0321,0.0841,0,0.0889,0.382,128.318,audio_features,0rohJsT6NWsThpukt0Xxdc,spotify:track:0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/tracks/0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/audio-analysis/0rohJsT6NWsThpukt0Xxdc,206279,4
5,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.52,0.835,1,-7.775,1,0.0544,0.278,0.863,0.0711,0.373,127.955,audio_features,0Y2QWrhPh6ATyaWYT0QLIR,spotify:track:0Y2QWrhPh6ATyaWYT0QLIR,https://api.spotify.com/v1/tracks/0Y2QWrhPh6ATyaWYT0QLIR,https://api.spotify.com/v1/audio-analysis/0Y2QWrhPh6ATyaWYT0QLIR,203452,4
6,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.745,0.84,9,-4.645,1,0.215,0.0036,0.691,0.116,0.559,126.031,audio_features,05rYZ91Ii5ho9MhO9dcSqA,spotify:track:05rYZ91Ii5ho9MhO9dcSqA,https://api.spotify.com/v1/tracks/05rYZ91Ii5ho9MhO9dcSqA,https://api.spotify.com/v1/audio-analysis/05rYZ91Ii5ho9MhO9dcSqA,158122,4
7,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.698,0.583,1,-6.343,0,0.214,0.0856,0,0.0612,0.505,125.011,audio_features,29RGtYckmyDIhFa84rD8LN,spotify:track:29RGtYckmyDIhFa84rD8LN,https://api.spotify.com/v1/tracks/29RGtYckmyDIhFa84rD8LN,https://api.spotify.com/v1/audio-analysis/29RGtYckmyDIhFa84rD8LN,218880,4
8,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.658,0.831,4,-5.219,1,0.0653,0.0238,0,0.134,0.323,122.048,audio_features,4XCnsRNWhdpN5bQlLXBDJl,spotify:track:4XCnsRNWhdpN5bQlLXBDJl,https://api.spotify.com/v1/tracks/4XCnsRNWhdpN5bQlLXBDJl,https://api.spotify.com/v1/audio-analysis/4XCnsRNWhdpN5bQlLXBDJl,200627,4
9,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.573,0.739,9,-5.455,1,0.0581,0.212,0,0.175,0.363,120.077,audio_features,4RVtBlHFKj51Ipvpfv5ER4,spotify:track:4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/tracks/4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/audio-analysis/4RVtBlHFKj51Ipvpfv5ER4,174062,4
10,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.414,0.486,6,-6.431,0,0.0311,0.0129,0,0.111,0.368,128.038,audio_features,4ut5G4rgB1ClpMTMfjoIuy,spotify:track:4ut5G4rgB1ClpMTMfjoIuy,https://api.spotify.com/v1/tracks/4ut5G4rgB1ClpMTMfjoIuy,https://api.spotify.com/v1/audio-analysis/4ut5G4rgB1ClpMTMfjoIuy,230762,4
11,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.602,0.704,6,-5.598,0,0.0604,0.106,3.71E-06,0.265,0.678,127.024,audio_features,7wiRWDOln3Rr1lDRBCiiIy,spotify:track:7wiRWDOln3Rr1lDRBCiiIy,https://api.spotify.com/v1/tracks/7wiRWDOln3Rr1lDRBCiiIy,https://api.spotify.com/v1/audio-analysis/7wiRWDOln3Rr1lDRBCiiIy,234329,4
12,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.717,0.807,6,-6.279,0,0.0911,0.172,0.00131,0.351,0.542,125.94,audio_features,033eAdPpnmBbgfLvbLBih0,spotify:track:033eAdPpnmBbgfLvbLBih0,https://api.spotify.com/v1/tracks/033eAdPpnmBbgfLvbLBih0,https://api.spotify.com/v1/audio-analysis/033eAdPpnmBbgfLvbLBih0,196190,4
13,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.729,0.821,8,-6.859,0,0.135,0.0113,0.00153,0.112,0.251,125.007,audio_features,7JDkGmLU52m8kSww2VMIn5,spotify:track:7JDkGmLU52m8kSww2VMIn5,https://api.spotify.com/v1/tracks/7JDkGmLU52m8kSww2VMIn5,https://api.spotify.com/v1/audio-analysis/7JDkGmLU52m8kSww2VMIn5,161280,4
14,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.466,0.612,8,-4.855,0,0.0307,0.0655,4.07E-06,0.132,0.236,128.114,audio_features,4aTtHoSBB0CuQGA6vXBNyp,spotify:track:4aTtHoSBB0CuQGA6vXBNyp,https://api.spotify.com/v1/tracks/4aTtHoSBB0CuQGA6vXBNyp,https://api.spotify.com/v1/audio-analysis/4aTtHoSBB0CuQGA6vXBNyp,239067,4
16,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.44,0.635,11,-6.385,1,0.0326,0.129,0,0.121,0.327,128.133,audio_features,1ahVFh0ViDZr8LvkEVlq3B,spotify:track:1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/tracks/1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/audio-analysis/1ahVFh0ViDZr8LvkEVlq3B,207095,4
17,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.584,0.79,11,-6.128,1,0.0589,0.0455,0,0.213,0.291,127.972,audio_features,0mV5JWhyUFANd9qpwLkM8d,spotify:track:0mV5JWhyUFANd9qpwLkM8d,https://api.spotify.com/v1/tracks/0mV5JWhyUFANd9qpwLkM8d,https://api.spotify.com/v1/audio-analysis/0mV5JWhyUFANd9qpwLkM8d,239062,4
18,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.45,0.898,8,-3.604,0,0.0395,0.0277,0.0616,0.166,0.22,127.983,audio_features,5EwwwdsQfKI8ZnFG93j5Zu,spotify:track:5EwwwdsQfKI8ZnFG93j5Zu,https://api.spotify.com/v1/tracks/5EwwwdsQfKI8ZnFG93j5Zu,https://api.spotify.com/v1/audio-analysis/5EwwwdsQfKI8ZnFG93j5Zu,218437,4
19,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.509,0.729,1,-4.773,1,0.0343,0.0732,2.73E-05,0.233,0.196,127.871,audio_features,6nLctpnQJiPTxkaSgbPKiw,spotify:track:6nLctpnQJiPTxkaSgbPKiw,https://api.spotify.com/v1/tracks/6nLctpnQJiPTxkaSgbPKiw,https://api.spotify.com/v1/audio-analysis/6nLctpnQJiPTxkaSgbPKiw,221274,4
20,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.644,0.825,1,-2.048,1,0.0893,0.0707,1.71E-05,0.39,0.466,118.149,audio_features,3avbXy9FTw33T9md7TOaBQ,spotify:track:3avbXy9FTw33T9md7TOaBQ,https://api.spotify.com/v1/tracks/3avbXy9FTw33T9md7TOaBQ,https://api.spotify.com/v1/audio-analysis/3avbXy9FTw33T9md7TOaBQ,189280,4
21,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.696,0.857,4,-5.305,0,0.0435,0.00713,0.193,0.291,0.388,126.065,audio_features,0PP0HyajxDyi0jlfBqgt5g,spotify:track:0PP0HyajxDyi0jlfBqgt5g,https://api.spotify.com/v1/tracks/0PP0HyajxDyi0jlfBqgt5g,https://api.spotify.com/v1/audio-analysis/0PP0HyajxDyi0jlfBqgt5g,175238,4
23,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.504,0.847,7,-6.81,0,0.0442,0.00434,0,0.816,0.28,127.854,audio_features,6lBQ0SMCrJ7zy1LSCuXqwV,spotify:track:6lBQ0SMCrJ7zy1LSCuXqwV,https://api.spotify.com/v1/tracks/6lBQ0SMCrJ7zy1LSCuXqwV,https://api.spotify.com/v1/audio-analysis/6lBQ0SMCrJ7zy1LSCuXqwV,211890,4
24,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.597,0.931,7,-4.026,0,0.0329,0.000636,0.821,0.0593,0.267,128.031,audio_features,20hsdn8oITBsuWNLhzr5eh,spotify:track:20hsdn8oITBsuWNLhzr5eh,https://api.spotify.com/v1/tracks/20hsdn8oITBsuWNLhzr5eh,https://api.spotify.com/v1/audio-analysis/20hsdn8oITBsuWNLhzr5eh,285089,4
26,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.726,0.752,7,-7.401,0,0.0931,0.0529,0.145,0.201,0.174,128.035,audio_features,4cBSVGEHvZCPGKq2UnB26P,spotify:track:4cBSVGEHvZCPGKq2UnB26P,https://api.spotify.com/v1/tracks/4cBSVGEHvZCPGKq2UnB26P,https://api.spotify.com/v1/audio-analysis/4cBSVGEHvZCPGKq2UnB26P,195454,4
27,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.502,0.756,7,-6.118,0,0.0363,0.00429,0.769,0.377,0.062,128.125,audio_features,2WW3PfGHh0aA2xCAyK6X1J,spotify:track:2WW3PfGHh0aA2xCAyK6X1J,https://api.spotify.com/v1/tracks/2WW3PfGHh0aA2xCAyK6X1J,https://api.spotify.com/v1/audio-analysis/2WW3PfGHh0aA2xCAyK6X1J,248447,4
28,https://www.1001tracklists.com/tracklist/13muqfs1/martin-garrix-siriusxm-virtual-disdance-festival-2020-05-24.html,martin_garrix,0.61,0.782,7,-9.106,0,0.0669,0.00379,0.654,0.296,0.344,128.026,audio_features,6HD1Z5lx2SqHENf6NhsLr9,spotify:track:6HD1Z5lx2SqHENf6NhsLr9,https://api.spotify.com/v1/tracks/6HD1Z5lx2SqHENf6NhsLr9,https://api.spotify.com/v1/audio-analysis/6HD1Z5lx2SqHENf6NhsLr9,313130,4
1,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.724,0.804,10,-6.875,0,0.0425,0.00705,0.714,0.349,0.252,119.99,audio_features,1xqUV7b5I7gdaINGhSO8CM,spotify:track:1xqUV7b5I7gdaINGhSO8CM,https://api.spotify.com/v1/tracks/1xqUV7b5I7gdaINGhSO8CM,https://api.spotify.com/v1/audio-analysis/1xqUV7b5I7gdaINGhSO8CM,238277,4
2,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.795,0.749,4,-8.058,0,0.0788,0.0371,0.00195,0.0575,0.72,123.052,audio_features,6eSWdCAvzD4danVK3OlqYU,spotify:track:6eSWdCAvzD4danVK3OlqYU,https://api.spotify.com/v1/tracks/6eSWdCAvzD4danVK3OlqYU,https://api.spotify.com/v1/audio-analysis/6eSWdCAvzD4danVK3OlqYU,157950,4
3,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.81,0.645,4,-5.672,0,0.0451,0.0987,0.0246,0.181,0.341,124.014,audio_features,3bhY7kp9joVSQvCHMxbr5M,spotify:track:3bhY7kp9joVSQvCHMxbr5M,https://api.spotify.com/v1/tracks/3bhY7kp9joVSQvCHMxbr5M,https://api.spotify.com/v1/audio-analysis/3bhY7kp9joVSQvCHMxbr5M,148064,4
4,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.762,0.801,0,-5.246,1,0.376,0.00323,0.399,0.221,0.6,126.058,audio_features,3u7WB6o8qiJCsAgLZ6fiWW,spotify:track:3u7WB6o8qiJCsAgLZ6fiWW,https://api.spotify.com/v1/tracks/3u7WB6o8qiJCsAgLZ6fiWW,https://api.spotify.com/v1/audio-analysis/3u7WB6o8qiJCsAgLZ6fiWW,183810,4
5,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.637,0.964,10,-5.99,1,0.0652,0.00453,0.912,0.0992,0.583,126.002,audio_features,7mQ3uyiOz5meDzLwRybWy3,spotify:track:7mQ3uyiOz5meDzLwRybWy3,https://api.spotify.com/v1/tracks/7mQ3uyiOz5meDzLwRybWy3,https://api.spotify.com/v1/audio-analysis/7mQ3uyiOz5meDzLwRybWy3,179048,4
6,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.742,0.865,6,-3.977,0,0.0374,0.00218,0.0128,0.0706,0.733,122.99,audio_features,2cwHU2etjS2geGD1nNBk5V,spotify:track:2cwHU2etjS2geGD1nNBk5V,https://api.spotify.com/v1/tracks/2cwHU2etjS2geGD1nNBk5V,https://api.spotify.com/v1/audio-analysis/2cwHU2etjS2geGD1nNBk5V,196298,4
7,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.77,0.797,2,-6.309,0,0.0396,0.00717,0.0321,0.416,0.193,124.991,audio_features,1DRVcVtfclFYZ2ivBHjv2g,spotify:track:1DRVcVtfclFYZ2ivBHjv2g,https://api.spotify.com/v1/tracks/1DRVcVtfclFYZ2ivBHjv2g,https://api.spotify.com/v1/audio-analysis/1DRVcVtfclFYZ2ivBHjv2g,165120,4
8,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.645,0.887,0,-4.318,1,0.246,0.0586,0,0.061,0.481,123.918,audio_features,4OR24woRarpXR1zpuPj33u,spotify:track:4OR24woRarpXR1zpuPj33u,https://api.spotify.com/v1/tracks/4OR24woRarpXR1zpuPj33u,https://api.spotify.com/v1/audio-analysis/4OR24woRarpXR1zpuPj33u,165016,4
9,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.725,0.528,0,-9.444,1,0.123,0.0237,0.938,0.105,0.277,121.967,audio_features,3b7GyvNKZPwUfo99scSi2y,spotify:track:3b7GyvNKZPwUfo99scSi2y,https://api.spotify.com/v1/tracks/3b7GyvNKZPwUfo99scSi2y,https://api.spotify.com/v1/audio-analysis/3b7GyvNKZPwUfo99scSi2y,251713,4
10,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.608,0.813,11,-6.858,0,0.0508,0.00215,0.355,0.164,0.198,125.997,audio_features,7ynKydSWKVL5bflyPbLkDK,spotify:track:7ynKydSWKVL5bflyPbLkDK,https://api.spotify.com/v1/tracks/7ynKydSWKVL5bflyPbLkDK,https://api.spotify.com/v1/audio-analysis/7ynKydSWKVL5bflyPbLkDK,213333,4
11,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.806,0.863,1,-3.779,1,0.0583,0.00523,0.646,0.0857,0.294,124.026,audio_features,6U9MGmW3hq72RcV1GfeQrw,spotify:track:6U9MGmW3hq72RcV1GfeQrw,https://api.spotify.com/v1/tracks/6U9MGmW3hq72RcV1GfeQrw,https://api.spotify.com/v1/audio-analysis/6U9MGmW3hq72RcV1GfeQrw,234194,4
12,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.709,0.907,1,-4.554,1,0.0628,0.0104,3.92E-05,0.316,0.747,126.027,audio_features,68QbIqPBMRGKZudSftkgms,spotify:track:68QbIqPBMRGKZudSftkgms,https://api.spotify.com/v1/tracks/68QbIqPBMRGKZudSftkgms,https://api.spotify.com/v1/audio-analysis/68QbIqPBMRGKZudSftkgms,144852,4
13,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.515,0.286,0,-26.081,0,0.089,0.912,0.0423,0.437,0.26,114.127,audio_features,2NvOp2beHDH0v2xtHKnHF8,spotify:track:2NvOp2beHDH0v2xtHKnHF8,https://api.spotify.com/v1/tracks/2NvOp2beHDH0v2xtHKnHF8,https://api.spotify.com/v1/audio-analysis/2NvOp2beHDH0v2xtHKnHF8,26239,5
14,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.859,0.684,6,-5.125,0,0.218,0.0265,0.0697,0.0691,0.335,123.965,audio_features,2aijxRuddKwR8o4sAsMB3O,spotify:track:2aijxRuddKwR8o4sAsMB3O,https://api.spotify.com/v1/tracks/2aijxRuddKwR8o4sAsMB3O,https://api.spotify.com/v1/audio-analysis/2aijxRuddKwR8o4sAsMB3O,219131,3
15,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.695,0.801,2,-4.648,1,0.113,0.0319,3.96E-06,0.115,0.223,128.993,audio_features,6Pt4i65KLEALskyLabtORC,spotify:track:6Pt4i65KLEALskyLabtORC,https://api.spotify.com/v1/tracks/6Pt4i65KLEALskyLabtORC,https://api.spotify.com/v1/audio-analysis/6Pt4i65KLEALskyLabtORC,217714,4
16,https://www.1001tracklists.com/tracklist/14kp9qg9/martin-garrix-the-martin-garrix-show-299-2020-05-30.html,martin_garrix,0.657,0.905,7,-5.558,1,0.0579,0.00296,0.113,0.225,0.0554,126.059,audio_features,2F03ZFlcofMDhdpVrsOmhJ,spotify:track:2F03ZFlcofMDhdpVrsOmhJ,https://api.spotify.com/v1/tracks/2F03ZFlcofMDhdpVrsOmhJ,https://api.spotify.com/v1/audio-analysis/2F03ZFlcofMDhdpVrsOmhJ,180952,4
1,https://www.1001tracklists.com/tracklist/15gs84dk/zedd-orbit-tour-melkweg-amsterdam-netherlands-2019-11-11.html,zedd,0.609,0.801,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,audio_features,1dFkD1JfRMzwO6hwUsE8aS,spotify:track:1dFkD1JfRMzwO6hwUsE8aS,https://api.spotify.com/v1/tracks/1dFkD1JfRMzwO6hwUsE8aS,https://api.spotify.com/v1/audio-analysis/1dFkD1JfRMzwO6hwUsE8aS,243413,4
2,https://www.1001tracklists.com/tracklist/15gs84dk/zedd-orbit-tour-melkweg-amsterdam-netherlands-2019-11-11.html,zedd,0.575,0.977,5,-4.17,0,0.0566,0.0513,0.263,0.366,0.174,127.967,audio_features,0JOYMuOnF6WhjOqnlV9jua,spotify:track:0JOYMuOnF6WhjOqnlV9jua,https://api.spotify.com/v1/tracks/0JOYMuOnF6WhjOqnlV9jua,https://api.spotify.com/v1/audio-analysis/0JOYMuOnF6WhjOqnlV9jua,395867,4
3,https://www.1001tracklists.com/tracklist/15gs84dk/zedd-orbit-tour-melkweg-amsterdam-netherlands-2019-11-11.html,zedd,0.804,0.958,0,-2.178,1,0.0482,0.00254,0.0017,0.0439,0.62,129.969,audio_features,53mv62BIUbZqWpoTfUbFk9,spotify:track:53mv62BIUbZqWpoTfUbFk9,https://api.spotify.com/v1/tracks/53mv62BIUbZqWpoTfUbFk9,https://api.spotify.com/v1/audio-analysis/53mv62BIUbZqWpoTfUbFk9,170182,4
4,https://www.1001tracklists.com/tracklist/15gs84dk/zedd-orbit-tour-melkweg-amsterdam-netherlands-2019-11-11.html,zedd,0.815,0.955,0,-2.092,1,0.091,0.0592,0.685,0.17,0.0977,128.027,audio_features,1SFRc2v38EyJ4PN1hJo8bC,spotify:track:1SFRc2v38EyJ4PN1hJo8bC,https://api.spotify.com/v1/tracks/1SFRc2v38EyJ4PN1hJo8bC,https://api.spotify.com/v1/audio-analysis/1SFRc2v38EyJ4PN1hJo8bC,153281,4
5,https://www.1001tracklists.com/tracklist/15gs84dk/zedd-orbit-tour-melkweg-amsterdam-netherlands-2019-11-11.html,zedd,0.775,0.941,0,-3.016,1,0.182,0.00106,0.0174,0.0781,0.362,127.997,audio_features,7yEM9hYRsw9R3pJB5W0gxb,spotify:track:7yEM9hYRsw9R3pJB5W0gxb,https://api.spotify.com/v1/tracks/7yEM9hYRsw9R3pJB5W0gxb,https://api.spotify.com/v1/audio-analysis/7yEM9hYRsw9R3pJB5W0gxb,214219,4
